# Copyright (c) 2016 CJKVI Database
T13-2C65	⿰汸子
T13-2C66	⿰氵㡀
T13-2C67	⿰氵㝎
T13-2C69	⿰氵扸
T13-2C6A	⿱侃水
T13-2C6D	⿰氵𥝞
T13-2C6E/USAT06349	⿰氵肯
T13-2C70	⿰氵盅
T13-2C71	⿰氵𡬧
T13-2C72	⿰氵穼
T13-2C73	⿰氵宩
T13-2C74	⿰氵穾
T13-2C75	⿰氵𣆊
T13-2C76	⿰氵㔜
T13-2C77	⿰𣵎力
T13-2C79	⿱汩皿
T13-2C7A	⿱汭皿
T13-2C7B	⿱淮一
T13-2C7C	⿻淮一
T13-2C7D	⿰氵峑
T13-2C7E	⿰氵竒
T13-2D21	⿰氵𥅌
T13-2D22	⿰氵𤯅
T13-2D23	⿰氵斊
T13-2D24	⿰氵𥥪
T13-2D25	⿰氵㽞
T13-2D26	⿱䒑𣷌
T13-2D27	⿰氵㕘
T13-2D28	⿰氵𨈡
T13-2D29	⿰氵𡍮
T13-2D2A	⿱溤乃
T13-2D2B	⿰氵𥦕
T13-2D2C	⿰氵𨳞
T13-2D2E	⿰氵塹
T13-2D2F	⿰氵槩
T13-2D30	⿰氵㢘
T13-2D31	⿰氵磨
T13-2D33	⿱乆火
T13-2D34	⿰火久
T13-2D35	⿱火𠚤
T13-2D37	⿱丙灬
T13-2D38	⿰火𢇛
T13-2D39	⿰火𢑑
T13-2D3A	⿱𢑑火
T13-2D3C	⿰圭火
T13-2D3D	⿱犱火
T13-2D3E	⿱犱灬
T13-2D3F	⿱劬灬
T13-2D40	⿱炏万
T13-2D41	⿱𤆎灬
T13-2D42	⿱炏大
T13-2D43	⿰火𡇂
T13-2D45	⿱波火
T13-2D47	⿱拯灬
T13-2D48	⿱𢭳火
T13-2D4A	⿱㫥灬
T13-2D4B	⿱眧灬
T13-2D4C	⿰火𧟪
T13-2D4E	⿱㓕灬
T13-2D4F	⿱棥灬
T13-2D50	⿰火䙵
T13-2D52	⿰火湯
T13-2D54	⿰火𤋯
T13-2D55	⿰火𥺤
T13-2D57	⿱丿灬
T13-2D58	⿺爪台
T13-2D59	⿰爪电
T13-2D5A	⿱爫肎
T13-2D5B	⿰爪甫
T13-2D5C/GHZR42181.08	⿰固爪
T13-2D5D	⿰爿勿
T13-2D5E	⿰爿生
T13-2D5F	⿰爿向
T13-2D60	⿰爿𥎦
T13-2D61	⿰丬𨒣
T13-2D62	⿰爿髙
T13-2D64	⿰牛又
T13-2D65	⿰牛主
T13-2D66	⿰牛犮
T13-2D67	⿱𥝤牛
T13-2D68	⿰牛竒
T13-2D69	⿰孑犬
T13-2D6B	⿰犭厺
T13-2D6C	⿰犬且
T13-2D6E	⿰犭㚐
T13-2D6F	⿰犭𠱄
T13-2D70	⿰犭苜
T13-2D71/USAT07088/G_Z0211401	⿰犭表
T13-2D72	⿰犭𦊒
T13-2D73	⿰狺火
T13-2D74	⿰狺攵
T13-2D76	⿰啇犮
T13-2D78	⿰犭瞏
T13-2D79	⿱平一
T13-2D7A	⿰玉仒
T13-2D7B	⿰玊玊
T13-2D7D	⿲王𠂈王
T13-2D7E	⿱玨儿
T13-2E22	⿱甶王
T13-2E23	⿲王夕王
T13-2E24	⿻珮丶
T13-2E25	⿱𫩠玉
T13-2E26	⿲王仌王
T13-2E27	⿱珀大
T13-2E28	⿱玨尒
T13-2E29	⿱珡下
T13-2E2A	⿰玉𤤴
T13-2E2B	⿰王區
T13-2E2C	⿱玨佘
T13-2E2D	⿰王棃
T13-2E2E	⿰王㡬
T13-2E2F	⿰王𥭷
T13-2E30	⿰王磨
T13-2E31	⿻爪𠄌
T13-2E33	⿱甘心
T13-2E34/GHZR10029.13	⿱其之
T13-2E38/GHZR10045.11	⿰勿用
T13-2E39	⿱一田
T13-2E3A	⿰田丂
T13-2E3B	⿶凵田
T13-2E3C	⿱田𠠲
T13-2E3D	⿱田勿
T13-2E3E	⿱田𤓰
T13-2E3F	⿱亠㽗
T13-2E40	⿱𠨍田
T13-2E41	⿱㐀田
T13-2E42	⿱田生
T13-2E43	⿱夘田
T13-2E44/GHZR52716.11	⿱𡖅田
T13-2E46	⿰田右
T13-2E47	⿱田右
T13-2E48	⿱龸甶
T13-2E49	⿳田共小
T13-2E4A	⿰田竒
T13-2E4B/GHZR52734.02	⿰田𠷎
T13-2E4D	⿱百疋
T13-2E4E	⿸疒乆
T13-2E4F	⿸疒天
T13-2E50	⿸疒夫
T13-2E51	⿸疒内
T13-2E52	⿸痛一
T13-2E53	⿸𤕫非
T13-2E54	⿸疒𦙊
T13-2E55	⿸疒則
T13-2E56	⿸疒㽞
T13-2E57	⿸疒朝
T13-2E58	⿸疒𤊙
T13-2E59	⿸疒㫺
T13-2E5A	⿸疒𨐓
T13-2E5B	⿸𤕫萬
T13-2E5C	⿸疒觧
T13-2E5D	⿸疒𤲢
T13-2E5E	⿸𤕫鮮
T13-2E5F	⿱癶大
T13-2E60	⿱癶夫
T13-2E61	⿵癶引
T13-2E62	⿵癶⿻日乚
T13-2E63	⿵癶亜
T13-2E64	⿱癶放
T13-2E65	⿱白巛
T13-2E66	⿱白⿻王一
T13-2E67	⿱白缶
T13-2E68	⿱知白
T13-2E69	⿱㚘白
T13-2E6A	⿱亯白
T13-2E6B	⿰包皮
T13-2E6C	⿰㠯皮
T13-2E6D	⿰皮𢑑
T13-2E6E	⿰𠕎皮
T13-2E6F	⿰完皮
T13-2E70	⿰㚔皮
T13-2E71	⿰昌皮
T13-2E72	⿱龴皿
T13-2E73	⿱几皿
T13-2E74	⿱𠀃皿
T13-2E75	⿱彑皿
T13-2E76	⿱𠚤皿
T13-2E77	⿱⺻皿
T13-2E78/GHZR52716.02	⿱田皿
T13-2E79	⿱𡖅皿
T13-2E7A	⿱戌皿
T13-2E7C	⿱昍皿
T13-2E7D	⿱眀皿
T13-2E7E	⿱䀠皿
T13-2F21	⿱目大
T13-2F22	⿱大目
T13-2F24	⿱𥃰一
T13-2F25	⿱目勿
T13-2F26	⿱𥃰丄
T13-2F27	⿱𥃭丄
T13-2F28	⿱𡗗目
T13-2F29	⿱亗目
T13-2F2A	⿰禾目
T13-2F2B/GHZR52658.04	⿰出目
T13-2F2D	⿱守目
T13-2F2F	⿱𥝐目
T13-2F30	⿱亡䀠
T13-2F32/GHZR52680.10	⿰目𡧱
T13-2F35	⿱敉目
T13-2F36	⿱赦目
T13-2F38	⿰目䝉
T13-2F39	⿰目𠒶
T13-2F3A	⿸矛丶
T13-2F3B	⿱戈矛
T13-2F3C	⿰矛𢦍
T13-2F3D	⿱𠂉夫
T13-2F3F	⿱知司
T13-2F40	⿰矢𥎩
T13-2F41/USAT06482	⿰矢𠳮
T13-2F42	⿰𠤕負
T13-2F43	⿰石互
T13-2F45	⿰石𡯄
T13-2F46	⿰后皮
T13-2F47	⿰石早
T13-2F48	⿰石㫒
T13-2F4B	⿰𥑟攵
T13-2F4C	⿰石畱
T13-2F4D	⿰示丌
T13-2F4E	⿰礻𠫔
T13-2F50	⿰礻匛
T13-2F51	⿰示𠮢
T13-2F52	⿰示𢆉
T13-2F54	⿹𢦏示
T13-2F55	⿰礻𠮮
T13-2F56	⿰礻㬰
T13-2F57	⿰礻向
T13-2F58	⿰示坐
T13-2F59	⿰礻官
T13-2F5C	⿰礻𨒣
T13-2F5D	⿰礻爯
T13-2F5F	⿰示畠
T13-2F61	⿰𥘣頁
T13-2F62	⿰示熹
T13-2F64	⿱艸禺
T13-2F66	⿱禾丰
T13-2F67	⿰禾司
T13-2F68	⿰耒升
T13-2F69/GHZR52784.07	⿰禾他
T13-2F6B	⿰禾𠕅
T13-2F6E	⿰禾𢑑
T13-2F71	⿱秋日
T13-2F74	⿰𥞫殳
T13-2F75	⿰臬禾
T13-2F77	⿱穴𢆲
T13-2F78	⿱穴叵
T13-2F7A	⿱穴尗
T13-2F7C	⿱穴𡉵
T13-2F7E	⿱穴㚗
T13-3022	⿱穴晏
T13-3023	⿱穴莫
T13-3024	⿱穴舄
T13-3026	⿱穴𤋯
T13-3027	⿱穴𣪧
T13-3028	⿱立仁
T13-3029	⿰立耎
T13-302A/GHZR52905.02	⿱立重
T13-302B	⿰立冒
T13-302C	⿱竝覞
T13-3030	⿱竹𡰥
T13-3031	⿱竹吠
T13-3033	⿱筏冈
T13-3034	⿺𠃊匊
T13-3035	⿰米廾
T13-3037/USAT04879	⿰米升
T13-303A	⿰米㽵
T13-303B	⿱䜌于
T13-303C	⿱冖兌
T13-303D	⿱罒羊
T13-303F	⿱𠔿免
T13-3040	⿱𦉪具
T13-3042	⿰羽尺
T13-3043	⿱耂乚
T13-3044	⿱耂于
T13-3045	⿱卭耳
T13-3048	⿸⿻耂⿻コ一日
T13-304A	⿸𠂇𠕎
T13-304B	⿱六月
T13-304C	⿰⺼巨
T13-304D	⿰𠕎吾
T13-304E	⿰月𦙑
T13-304F	⿰臣帚
T13-3052	⿱臼果
T13-3054	⿰𠦝舟
T13-3055	⿰舟進
T13-3056	⿰冂良
T13-3058/GHZR10082.04	⿸𠂆色
T13-305A	⿱䒑乂
T13-305B	⿱艸乂
T13-305D	⿱龷艸
T13-305E	⿱䒑弔
T13-305F	⿱䒑少
T13-3060	⿱艹𧘇
T13-3061	⿱艹𠕿
T13-3062	⿱䒑𢎿
T13-3063	⿱艹孜
T13-3066	⿱艹𣏼
T13-3068	⿱艹矤
T13-3069	⿱芮失
T13-306A	⿰芏𡰱
T13-306C	⿰夫莫
T13-306D	⿱雈皿
T13-306E	⿱莫圭
T13-306F	⿱薛亐
T13-3070	⿱大血
T13-3072	⿵戊血
T13-3073	⿲彳糸亍
T13-3074	⿰衤匕
T13-3075	⿰衤畗
T13-3076	⿰䙵九
T13-3078	⿰歺言
T13-3079	⿰言吕
T13-307A	⿰言𡦾
T13-307C	⿰言狠
T13-307D	⿰言竞
T13-307E	⿱人谷
T13-3121	⿰容容
T13-3122	⿱収豆
T13-3123	⿰夫豆
T13-3124	⿰𠂕豆
T13-3125	⿱非豆
T13-3126	⿰豸皐
T13-3127	⿱十貝
T13-3128	⿰貝文
T13-3129	⿱止貝
T13-312A	⿱比貝
T13-312B	⿱𡵆貝
T13-312C/GHZR73893.04	⿰貝面
T13-312D	⿰身耑
T13-312E	⿰辛丸
T13-312F	⿰辛𠬝
T13-3130	⿺辶兀
T13-3131	⿺辶匹
T13-3132	⿺𠃊屲
T13-3133/USAT08520	⿺辵止
T13-3135	⿺𠃊聿
T13-3138	⿺辶𦙚
T13-3139	⿺辵重
T13-313A	⿺辶茟
T13-313B	⿺辶𢙅
T13-313C	⿺辶⿻聿氺
T13-313D	⿺辶䉼
T13-313E	⿺辶𡙗
T13-313F	⿰𠂎阝
T13-3140	⿰屯邑
T13-3141	⿰𡱅阝
T13-3142	⿰酉升
T13-3143	⿰阝帀
T13-3144	⿰阝㱏
T13-3145/GHZR74447.03	⿰阜夋
T13-3146	⿰阝𡶤
T13-3147	⿰㠯帚
T13-3148/GHZR74472.02	⿰𨸏賁
T13-3149	⿱隹𠫔
T13-314A	⿱雨㓜
T13-314B	⿱雷八
T13-314C/USAT90300	⿰卆頁
T13-314D	⿰㚓頁
T13-314E	⿰𤊙頁
T13-314F	⿰馬艺
T13-3150	⿰馬𦬊
T13-3152	⿱正髙
T13-3153	⿰髙亘
T13-3154	⿰高圶
T13-3155	⿱髟𣷚
T13-3156	⿱𬎿𣄼
T13-3157	⿰鳥丂
T13-3158	⿰齒攵
T13-3159	⿰𠎤昌
TB-5B30	⿰永乚
TB-7C4D	⿸尸牛
TB-7C56	⿰王卡
TC-6964	⿰火名
TC-7E51	⿱𣅀示
TD-7A45	⿰氵𠋣
TE-6F6B	⿱㫿灬
USAT00189	⿺辶卄
USAT00313	⿰牙賣
USAT00351	⿰金胄
USAT01240	⿰口致
USAT02486	⿰山允
USAT02647	⿱竹帀
USAT03723	⿰巾亢
USAT03736	⿰扌卩
USAT03870	⿰示𣄼
USAT03879	⿰金𡭽
USAT03880	⿱冖平
USAT03891	⿱木又
USAT04273	⿰𠂤市
USAT04396	⿰舀欠
USAT04472	⿱穴具
USAT04476	⿰扌𥥽
USAT04512	⿱竹𥠷
USAT04667	⿰目芥
USAT04668	⿱央目
USAT04678	⿱皷口
USAT04686	⿵門夕
USAT04695	⿰里音
USAT04696	⿱宀尹
USAT04699	⿰貝引
USAT05009	⿰靑毛
USAT05012	⿰男王
USAT05025	⿱竹用
USAT05033	⿱升口
USAT05036	⿰日豆
USAT05037	⿰目聞
USAT05049	⿰月京
USAT05058	⿰犭分
USAT05059	⿰爿殳
USAT05081	⿰言夢
USAT05103	⿰爿呈
USAT05119	⿰石卪
USAT05213	⿱𢾕女
USAT05214	⿰言未
USAT05216	⿱厶凡
USAT05241	⿰耳巳
USAT05469	⿱竹叐
USAT05573	⿰豸彡
USAT05586	⿱吅中
USAT05631	⿰羊并
USAT05639	⿰𣷚卪
USAT05642/GHZR42321.07	⿰啇殳
USAT05646	⿱爻肉
USAT05679	⿱𦆕山
USAT05803	⿷匚一
USAT05819	⿰用用
USAT05822	⿱⿻𠀃丨㇉
USAT05828	⿰土尾
USAT05839	⿱丿冂
USAT05861	⿸厂𤡜
USAT05873	⿰月卪
USAT05879	⿱庚口
USAT06023	⿰身𠂕
USAT06024	⿰犭析
USAT06030	⿱北肉
USAT06038	⿰吝彡
USAT06065	⿱艹𣽨
USAT06080	⿰歹章
USAT06096	⿱宀祋
USAT06106	⿰王歮
USAT06126	⿰扌𡶩
USAT06132	⿰并毛
USAT06137	⿰口𡧯
USAT06156	⿱竹巠
USAT06168	⿱𠂉几
USAT06181	⿱八𠕒
USAT06218	⿰乡隹
USAT06266	⿱口肉
USAT06313	⿱士示
USAT06347	⿰镸參
USAT06357	⿱肘火
USAT06361	⿱匈肉
USAT06375	⿰肉市
USAT06376	⿰言刀
USAT06426	⿰耳丐
USAT06427	⿱𣪊手
USAT06432	⿰弓莫
USAT06442	⿱人回
USAT06448	⿰至皮
USAT06451	⿰兀生
USAT06453	⿰氵第
USAT06462	⿰肉乚
USAT06477	⿰扌𤊽
USAT06491	⿺延水
USAT06512	⿱士而
USAT06520	⿰方攴
USAT06522	⿱丿丿
USAT06595	⿱宀巠
USAT06596	⿰目忩
USAT06604	⿰畐曾
USAT06626	⿰牙失
USAT06627	⿰米失
USAT06629	⿰衤𣴎
USAT06632	⿰彳呆
USAT06656	⿰言㖾
USAT06660	⿰忄篾
USAT06671	⿰阝適
USAT06678	⿰阝委
USAT06688	⿰土乕
USAT06694	⿰尚攴
USAT06716	⿱炏反
USAT06766	⿰票毛
USAT06768	⿰肉𡗢
USAT06769	⿰月𡗢
USAT06789	⿺及十
USAT06832	⿱宀恰
USAT06835	⿰犭昏
USAT06872	⿰幸炎
USAT06879	⿰糸帀
USAT06901	⿱吅圶
USAT06906	⿰口圂
USAT06913	⿰衤芺
USAT06928	⿱艹捎
USAT06929	⿰月峯
USAT06944	⿱共⑨
USAT06965	⿱乃兄
USAT06977	⿰矢堊
USAT06991	⿰土𡵄
USAT07028	⿰亻尸
USAT07039	⿰扌舟
USAT07049	⿺𧺆眞
USAT07061	⿰鬲頁
USAT07062/GHZR52917.08	⿱穴夘
USAT07065	⿸尸粍
USAT07066	⿰巾巾
USAT07072	⿰口𡿺
USAT07093	⿰肉𢃋
USAT07094	⿰月𢃋
USAT07095	⿰口㖾
USAT07168	⿰𧾷攴
USAT07202	⿰肉臾
USAT07209	⿸𤕫畱
USAT07214	⿰女恖
USAT07219	⿱𠔿或
USAT07220	⿰𩠐或
USAT07228	⿰含色
USAT07241	⿱竹𠢧
USAT08155	⿸尸微
USAT08263	⿰皮米
USAT08265	⿰舌必
USAT08292	⿱共毛
USAT08303	⿰肉巳
USAT08305	⿰耳𦓔
USAT08338	⿱刀月
USAT08371	⿱宀原
USAT08396	⿺尢安
USAT08401	⿰糸𡶩
USAT08402	⿱从开
USAT08405	⿱宀怱
USAT08414	⿱艹㝛
USAT08427	⿰金逄
USAT08432	⿱巛早
USAT08448	⿱𠔿免
USAT08465	⿰犭具
USAT08484	⿱甡彐
USAT08504	⿰土𡱞
USAT08521	⿱凶肉
USAT08529	⿱𠂉六
USAT08542	⿰革苟
USAT08547	⿰扌羍
USAT08554	⿰忄冈
USAT08564	⿰水欠
USAT08571	⿰山㖾
USAT08629	⿰犭舟
USAT08631	⿱日西
USAT08635	⿺辶巾
USAT08645	⿰示夷
USAT08694	⿰歹辛
USAT08709	⿱林肉
USAT08740	⿰子彦
USAT08746	⿰肉且
USAT08751	⿱稚④
USAT08754	⿱山刖
USAT08760	⿰声巠
USAT08763	⿰止民
USAT08765	⿱𣫬心
USAT08771	⿰忄馬
USAT08779	⿷匚䝿
USAT08782	⿰弓耑
USAT08792/GHZR10061.20	⿰召乚
USAT08793	⿰君巳
USAT08794	⿰虫弥
USAT08848	⿺辶偘
USAT08864	⿱夾回
USAT08867	⿰𧾷畓
USAT08873	⿱宀羔
USAT08874	⿹戈早
USAT08883	⿱冈紙
USAT08918	⿰弓亰
USAT08919	⿱𠫓肉
USAT08922	⿱𡨄了
USAT08929	⿰𧾷刖
USAT08948	⿻㐄人
USAT08962	⿱肉火
USAT08968	⿰肉色
USAT08969	⿰公内
USAT08983	⿱山㖾
USAT08986	⿰日丂
USAT08988	⿱八肉
USAT08990	⿰木𠧧
USAT09002	⿰舌皮
USAT09005	⿱艹措
USAT09007	⿺辵卜
USAT09010	⿱个又
USAT09017	⿸尸技
USAT09018	⿰阝古
USAT09020	⿰日亞
USAT09021	⿱彐粉
USAT09022	⿰𧾷疑
USAT09033	⿱艹十
USAT09040	⿱八十
USAT09122	⿺𧺆且
USAT09141	⿰畐昌
USAT09157	⿸尸車
USAT09160	⿺虎兀
USAT09182	⿰失見
USAT09183	⿱艹㖾
USAT09219	⿰𡗢刂
USAT09231	⿰火子
USAT09235	⿱口牛
USAT09244	⿰阝宄
USAT09245	⿰季阝
USAT09253	⿰𧾷弇
USAT09255	⿰木𤊽
USAT09264	⿰子攴
USAT09278	⿰氵盗
USAT09282	⿱企足
USAT09301	⿱吅巴
USAT09305	⿰亻䎡
USAT09308	⿰𠁊刂
USAT09354	⿱車𠃌
USAT09356	⿰戸頁
USAT09370	⿱𠔿𣏀
USAT09405	⿰阝㘶
USAT09421	⿺元重
USAT09443	⿹勹八
USAT09466	⿰氵𧟶
USAT09474	⿰月莾
USAT09486	⿰月𠫤
USAT09488	⿱艹𣆊
USAT09518	⿻日乂
USAT09527	⿱甘肉
USAT09530	⿰刀勿
USAT09534	⿰口𧆞
USAT09541	⿰歹全
USAT09573	⿰𡗱屏
USAT09591	⿱日印
USAT09596	⿰口𤊙
USAT09620	⿸广申
USAT09628	⿰多坴
USAT09641	⿰土黽
USAT09644	⿰并彡
USAT09663	⿱𠔿組
USAT09737	⿰釆井
USAT09740	⿰革冗
USAT09788	⿱始土
USAT09791	⿰甚皮
USAT09794	⿰支竒
USAT09807	⿺𧺆喬
USAT09808	⿰丂攴
USAT09815	⿰𡗱攴
USAT09817	⿰骨𡗢
USAT09827	⿰𡼡鳥
USAT09839	⿰支巛
USAT09872	⿰婁殳
USAT09874	⿰口𦬆
USAT09877	⿰口脩
USAT09908	⿰③卪
USAT09914	⿰肉力
USAT09927	⿰亻羍
USAT09928	⿰女羍
USAT09980	⿰耑乍
USAT09981	⿰耑且
USAT09983	⿰彳昏
USAT10020	⿱殄虫
USAT10021	⿱亠眔
USAT10046	⿰舟苻
USAT10047	⿺風狄
USAT10082	⿰鬲魚
USAT10106	⿰目𡨼
USAT10116	⿱豕取
USAT10123/GHZR84996.07	⿰魚芉
USAT10152	⿱竹釛
USAT10172	⿰木閫
USAT10178	⿰日𦲸
USAT10180	⿱棥廾
USAT10197	⿰月拳
USAT10202	⿱殸𡖉
USAT10215	⿱吅止
USAT10231	⿰肉台
USAT10232	⿰肉不
USAT10234	⿰肉賔
USAT10245	⿰亻𢙣
USAT10253	⿱高毛
USAT10262	⿰豊邕
USAT10264	⿸广𢆉
USAT10441/GHZR31305.04	⿱爫呆
USAT10443	⿱亼𦨉
USAT10469	⿱止小
USAT10531	⿰幸匊
USAT10585	⿸尸𠚏
USAT10587	⿻未从
USAT10592	⿱比欠
USAT10599	⿱世十
USAT10620	⿱𡗜十
USAT60079	⿱央見
USAT60366	⿰金𢌿
USAT90011/GHZR42281.13	⿰月蹙
USAT90058	⿱亡朋
USAT90070	⿱牙木
USAT90082	⿱亼明
USAT90202	⿱竹坸
USAT90221	⿰𦍌頁
USAT90292	⿰女叐
USAT90295	⿰肉殳
USAT90297	⿰肉生
USAT90298	⿰肉寛
USAT90302	⿸厂生
USAT90311	⿰日申
USAT90322	⿰弓甫
USAT90336	⿰阝凾
USAT90366	⿱誰灬
UTC-00791	⿺辶⿳穴⿰月⿰⿲⿱幺長⿱言馬⿱幺長刂心
UTC-00955	⿰魚丹
UTC-00956	⿰鱼芒
UTC-00962	⿰口仡
UTC-00963	⿰口则
UTC-00964	⿰口纥
UTC-00965	⿰口缚
UTC-00966	⿰口盈
UTC-00968	⿰口辢
UTC-00969	⿻匚一
UTC-00970	⿱⿻二丨龴
UTC-00971	⿻一中
UTC-00972	⿰⿱⿻二丨龴争
UTC-00973	⿰亻入
UTC-00974	⿰亻⿱②大
UTC-00975	⿰亻⿱十⿴𠀃丨
UTC-00977	⿳䒑𠀁丶
UTC-00978	⿰𠃓刂
UTC-00979	⿰井力
UTC-00980	⿱旦力
UTC-00981	⿱十⿴𠀃丨
UTC-00982	⿳十②大
UTC-00983	⿱⿱十⿴𠀃丨双
UTC-00984	⿹𠃌丨
UTC-00985	⿸厂元
UTC-00986	⿰又化
UTC-00987/G_Z2411502	⿰又圭
UTC-00988	⿰口⿱又木
UTC-00989	⿰口⿸尸专
UTC-00990	⿰土⿳十②大
UTC-00991	⿱②大
UTC-00992	⿱大长
UTC-00993	⿻大⿰㐅㐅
UTC-00994	⿱大正
UTC-00995	⿱⺍女
UTC-00996	⿰女𠃜
UTC-00997	⿱宀叉
UTC-00998	⿱宀在
UTC-00999	⿰⿱⿻二丨龴定
UTC-01000	⿸尸一
UTC-01001	⿸尸专
UTC-01003	⿱比廾
UTC-01004	⿰弓旦
UTC-01006	⿱乙心
UTC-01008	⿰忄𠃓
UTC-01009	⿰忄⿱⿻二丨龴
UTC-01010	⿰忄⿱②大
UTC-01011/G_Z2772501	⿰忄兰
UTC-01012	⿰忄⿳十②大
UTC-01013	⿰忄𫹯
UTC-01014	⿰扌⿻一中
UTC-01015	⿰扌⿳䒑𠀁丶
UTC-01016	⿰扌⿱宀叉
UTC-01017	⿰扌⿱又木
UTC-01018	⿰扌𫹯
UTC-01019	⿰日⿱⿻二丨龴
UTC-01020	⿱又木
UTC-01021	⿰木⿱十⿴𠀃丨
UTC-01022	⿰木畄
UTC-01023	⿰歹⿱十⿴𠀃丨
UTC-01025	⿰氵㝉
UTC-01026	⿰氵⿱⿻二丨龴
UTC-01027	⿰氵⿳十②大
UTC-01028	⿰氵畄
UTC-01030	⿰火了
UTC-01031	⿰牛⿱②大
UTC-01032	⿰犭⿱⿻二丨龴
UTC-01033	⿸疒畄
UTC-01034	⿰目下
UTC-01035	⿰目⿱⿻二丨龴
UTC-01036	⿰目⿸尸专
UTC-01037	⿰矢卜
UTC-01038	⿰石⿸尸一
UTC-01039	⿱石双
UTC-01040	⿰禾刀
UTC-01042	⿰立⿱⿻二丨龴
UTC-01043	⿰米广
UTC-01044	⿰米⿱⿻二丨龴
UTC-01045	⿰纟元
UTC-01046	⿰纟𫩑
UTC-01047	⿰纟兰
UTC-01048	⿰纟⿱⺍女
UTC-01049	⿰缶又
UTC-01050	⿱罒⿱十⿴𠀃丨
UTC-01051	⿱羽一
UTC-01052	⿰𢍂干
UTC-01053	⿱𫇦一
UTC-01054	⿱艹⿱⿻二丨龴
UTC-01055	⿰虫⿱𫇦一
UTC-01056	⿰虫坣
UTC-01057	⿰讠千
UTC-01058	⿰讠⿱⿻二丨龴
UTC-01059	⿰讠兰
UTC-01060	⿰贝𠃓
UTC-01061	⿱㚘贝
UTC-01062	⿰𧾷刀
UTC-01063	⿰𧾷𠃓
UTC-01064	⿰车入
UTC-01065	⿰车切
UTC-01066	⿰酉上
UTC-01067	⿰钅上
UTC-01068	⿰钅井
UTC-01069	⿰钅夬
UTC-01070	⿰钅⿳十②大
UTC-01071	⿰⿳十②大页
UTC-01072	⿰马丠
UTC-01073	⿱龹马
UTC-01074	⿱𠅃木
UTC-01075	⿰冫仓
UTC-01083	⿰火阎
UTC-01085	⿰石质
UTC-01096	⿱艹资
UTC-01104	⿰讠禾
UTC-01105	⿰讠叔
UTC-01109	⿰贝也
UTC-01110	⿱宗贝
UTC-01119	⿰钅尔
UTC-01127	⿰安页
UTC-01128	⿰卒页
UTC-01129	⿰咸页
UTC-01130	⿰焦页
UTC-01132	⿰饣舌
UTC-01133	⿰马必
UTC-01146	⿰夬鸟
UTC-01150	⿰兒鸟
UTC-01155	⿰口麌
UTC-01156	⿰女寍
UTC-01157	⿰育攵
UTC-01158	⿱止王
UTC-01160	⿱癶弓
UTC-01163	⿱罒攴
UTC-01164	⿰月㲋
UTC-01165	⿱艹㪣
UTC-01167	⿰貝賔
UTC-01168	⿱辥足
UTC-01169	⿰⿱出隹翟
UTC-01170	⿱雨雥
UTC-01172	⿰口恧
UTC-01174	⿱艹贡
UTC-01175	⿱艹闾
UTC-01176	⿱艹杭
UTC-01177	⿱艹秔
UTC-01178	⿰土引
UTC-01200	⿰氵恩
UTC-01202	⿱㐭水
UTC-01203	⿱人永
UTC-01204	⿰土叐
UTC-01205/KC-00625	⿰土有
UTC-01206	⿰土仰
UTC-01207	⿰土夙
UTC-01208	⿱土旬
UTC-01209	⿱兓土
UTC-01210	⿰土受
UTC-01211/USAT06429	⿰土夜
UTC-01212	⿰土兹
UTC-01213	⿰灻同
UTC-01215	⿱㳭土
UTC-01216	⿰土孫
UTC-01217	⿰土⿱𥃭木
UTC-01218	⿰土常
UTC-01219	⿰土⿱直木
UTC-01220/KC-00724	⿰土畢
UTC-01221	⿱復土
UTC-01222	⿰土嘗
UTC-01223	⿱⿰戞斗土
UTC-01224	⿰土簿
UTC-01225	⿰土黨
UTC-01226	⿱安清
UTC-01227	⿱⿰木殻心
UTC-01228	⿰月⿱龹圭
UTC-01229	⿰木宇
UTC-01230	⿰木𢁙
UTC-01231	⿰木⿱𪜌子
UTC-01232	⿰木釡
UTC-01233	⿰木弼
UTC-01234	⿱弼木
UTC-01235	⿰木陽
UTC-01236	⿰木資
UTC-01238	⿻𣄼水
UTC-01239	⿰氵册
UTC-01240/GHZR31737.07	⿰氵坒
UTC-01241	⿰氵⿸尸永
UTC-01242	⿰氵壴
UTC-01243	⿰氵𦭞
UTC-01245	⿰氵𡱝
UTC-01246	⿰氵⿱水聿
UTC-01247	⿰氵莑
UTC-01248	⿰氵䨜
UTC-01249	⿰氵𦀎
UTC-01250	⿰氵⿱㓞青
UTC-01251	⿰氵寢
UTC-01252	⿰氵⿱安青
UTC-01253	⿰氵遷
UTC-01254	⿰沙莫
UTC-01255	⿰氵⿸尸焚
UTC-01256	⿰氵⿵門⿱土必
UTC-01257	⿰氵𣫑
UTC-01259	⿰火午
UTC-01260	⿸尸⿹𠃌火
UTC-01261	⿱囘火
UTC-01262	⿰火危
UTC-01263	⿱𪢶火
UTC-01264	⿱丞火
UTC-01265	⿱尾火
UTC-01266	⿰火⿱刀田
UTC-01267	⿰火若
UTC-01268	⿱⿰弓吉灬
UTC-01269	⿱炎共
UTC-01270	⿰火堇
UTC-01271	⿰火從
UTC-01273	⿰火欵
UTC-01274/T13-2D51	⿰火棊
UTC-01275	⿱楊火
UTC-01277	⿰火聚
UTC-01278	⿰火熒
