# Copyright (c) 2014-2015 CJKVI Database
USAT-01079	⿰木⿱⿺𠃊口目
USAT-01081	⿰矢⿱廿⿻中二
USAT-01084	⿰𪷂骨
USAT-01085	⿰居捨
USAT-01087	⿰武葛
USAT-01091	⿰自曵
USAT-01092	⿱如弓
USAT-01093	⿰言客
USAT-01097	⿲彳丨
USAT-01098	⿱口可
USAT-01100	⿰忄送
USAT-01127	⿰王尒
USAT-01129	⿰⿱𠄮日戈
USAT-01155	⿰土⿸𠂆𧆞
USAT-01163	⿰𢋨阝
USAT-01167	⿰女亡
USAT-01177	⿱自土
USAT-01188	⿰木⿱丒⿰丒丒
USAT-01211	⿰土⿱丰皿
USAT-01223	⿰僉發
USAT-01224	⿰女⿱呑⿵𦉪丅
USAT-01232	⿰女⿱合南
USAT-01247	⿰口恨
USAT-01249	⿰口脫
USAT-01260	⿺兀⿱田⿱一𧘇
USAT-01264	⿰木⿱覀卑
USAT-01281	⿺麥𤰇
USAT-01297	⿰木⿱丗冉
USAT-01305	⿸戶古
USAT-01312	⿱艹補
USAT-01328	⿰革付
USAT-01329	⿰火毛
USAT-01331	⿱竹⿰亻𤰅
USAT-01332	⿰扌柰
USAT-01333	⿰寧夜
USAT-01334	⿰糸平
USAT-01337	⿰木⿱㐫夂
USAT-01339	⿰口狸
USAT-01340	⿰口字
USAT-01343	⿱艹闍
USAT-01346	⿰車皮
USAT-01350	⿸尸⿱文羊
USAT-01351	⿰阝貪
USAT-01352	⿱釆衣
USAT-01353	⿱⿰冫衣目
USAT-01356	⿰火⿹勹𦈢
USAT-01357	⿰扌𠂔
USAT-01359	⿵門放
USAT-01361	⿰木築
USAT-01362	⿰土⿳亠口
USAT-01365	⿰口翳
USAT-01367	⿰扌替
USAT-01368	⿰赤負
USAT-01371	⿰示⿳竹罒⿱冖伐
USAT-01372	⿰𡭴⿸虍冂
USAT-01376	⿰土墮
USAT-01389	⿰口旨
USAT-01393	⿰口梵
USAT-01396	⿰禾𤰅
USAT-01403	⿰口隽
USAT-01406	⿰王氐
USAT-01407	⿰番及
USAT-01408	⿰齒虗
USAT-01409	⿰骨專
USAT-01410	⿰口彊
USAT-01411	⿰土⿸𠂋丅
USAT-01414	⿰口履
USAT-01417	⿰阝𠾳
USAT-01420	⿸疒甖
USAT-01421	⿰土缶
USAT-01424	⿸尸徒
USAT-01425	⿺毛數
USAT-01426	⿺毛⿳𠂊𦉪夂
USAT-01427	⿰忄⿸户邕
USAT-01428	⿰酉孟
USAT-01442	⿰口臰
USAT-01443	⿰⿱台十力
USAT-01444	⿱宀⿰爿告
USAT-01445	⿱山密
USAT-01446	⿸广單
USAT-01450	⿺元虫
USAT-01461	⿱叔足
USAT-01467	⿰糸虽
USAT-01469	⿱𠔿沓
USAT-01470	⿰目危
USAT-01474	⿰車𠓝
USAT-01475	⿰扌⿱𠂉丹
USAT-01478	⿰土藍
USAT-01480	⿰米旨
USAT-01483	⿱茖𠕁
USAT-01488	⿺辶⿱丷𡰯
USAT-01492	⿰⿱亠賏毛
USAT-01493	⿱⿰牙攵牛
USAT-01494	⿰牟合
USAT-01496	⿰木⿱厶巴
USAT-01498	⿰𨹧鳥
USAT-01499	⿸疒睒
USAT-01503	⿰⿱止天
USAT-01505	⿰口娜
USAT-01508	⿰焱見
USAT-01513	⿱艹⿰貝比
USAT-01515	⿰口祖
USAT-01516	⿰口祁
USAT-01519	⿰⿱几夕頁
USAT-01521	⿺走⿸厂𢆉
USAT-01522	⿰𢌿也
USAT-01528	⿸疒⿱匇心
USAT-01534	⿱殹耳
USAT-01535	⿰飠⿱𦍌⿹勹㐅
USAT-01537	⿰氵䀜
USAT-01541	⿰䖒皮
USAT-01546	⿰堇免
USAT-01548	⿰益曷
USAT-01549	⿰口陀
USAT-01551	⿰日⿱日恭
USAT-01553	⿰衤業
USAT-01555	⿰金印
USAT-01557	⿰口⿱欼酉
USAT-01559	⿰角升
USAT-01560	⿱棘心
USAT-01562	⿱曰日
USAT-01565	⿲虫豆寸
USAT-01566	⿱艹𦁉
USAT-01567	⿰山𬙙
USAT-01568	⿰金迸
USAT-01569	⿱艹擘
USAT-01572	⿱倶
USAT-01573	⿱倶⿰吅吅
USAT-01574	⿱倶⿱艹吅
USAT-01575	⿱𡚺𢗦
USAT-01576	⿱妢心
USAT-01578	⿰𧾷⿱田⿰歹寸
USAT-01580	⿰氵荼
USAT-01581	⿸尸地
USAT-01583	⿸麻⿱路糸
USAT-01584	⿰言伯
USAT-01585	⿰言⿱白去
USAT-01587	⿰亭必
USAT-01588	⿱執示
USAT-01590	⿰氵將
USAT-01595	⿰弓卑
USAT-01596	⿰面壹
USAT-01597	⿰月崑
USAT-01605	⿱厶开
USAT-01606	⿰亻歮
USAT-01607	⿰氵𨊫
USAT-01608	⿷匚田
USAT-01609	⿱戚豆
USAT-01610	⿰索殳
USAT-01611	⿰口攴
USAT-01612	⿳艹必必
USAT-01613	⿰镸⿱彡古
USAT-01615	⿰目⿱山虫
USAT-01620	⿰月妾
USAT-01621	⿰扌裁
USAT-01623	⿸广羗
USAT-01624	⿰單丹
USAT-01625	⿱椽土
USAT-01626	⿸尸虫
USAT-01631	⿱啇衣
USAT-01632	⿰并也
USAT-01633	⿰寧立
USAT-01634	⿰名也
USAT-01635	⿰口諂
USAT-01636	⿸尸撟
USAT-01637	⿰口捚
USAT-01638	⿰扌⿱⿱⿴𦥑同冖焱
USAT-01641	⿱罒⿰羊毛
USAT-01642	⿱罒㲜
USAT-01646	⿰氵防
USAT-01648	⿰火沙
USAT-01650	⿰口黔
USAT-01651	⿰齒菁
USAT-01653	⿰⿱子攵
USAT-01654	⿰珊寸
USAT-01657	⿰口將
USAT-01658	⿱活心
USAT-01660	⿰氵⿹廾
USAT-01662	⿱日有
USAT-01663	⿰方屏
USAT-01665	⿰田暴
USAT-01666	⿳艹𠆢言
USAT-01668	⿰日𬜶
USAT-01670	⿰亻⿱龷隹
USAT-01675	⿱竹𨑲
USAT-01677	⿳山𠆢土
USAT-01678	⿰厄殳
USAT-01681	⿰尾耶
USAT-01682	⿱穴爪
USAT-01683	⿰口儼
USAT-01685	⿰口儗
USAT-01688	⿱⿰犭⿰⿱車一力灬
USAT-01690	⿰虫邊
USAT-01691	⿺辶念
USAT-01692	⿰口羲
USAT-01693	⿰口修
USAT-01694	⿰禾𡶤
USAT-01695	⿰口垣
USAT-01696	⿰虫致
USAT-01698	⿰𧾷賓
USAT-01699	⿱⿱冖示
USAT-01701	⿰月桀
USAT-01702	⿱䜌毛
USAT-01706	⿰亻叐
USAT-01708	⿰𧾷离
USAT-01709	⿰口聾
USAT-01711	⿰土𡉤
USAT-01713	⿰示只
USAT-01714	⿱泃灬
USAT-01715	⿰口絙
USAT-01717	⿱宀牙
USAT-01718	⿲尾火㸓
USAT-01719	⿰尾臽
USAT-01720	⿰尾也
USAT-01721	⿰尼也
USAT-01726	⿺辶⿱吅㐄
USAT-01731	⿰國瓜
USAT-01732	⿰口⿰𥘈籴
USAT-01737	⿰元欠
USAT-01744	⿰扌辛
USAT-01746	⿰元輙
USAT-01747	⿺夌毛
USAT-01750	⿰口隣
USAT-01751	⿰口驃
USAT-01753	⿱⿰矛各馬
USAT-01754	⿳麻立貝
USAT-01755	⿰木成
USAT-01756	⿰口泛
USAT-01757	⿰口鑁
USAT-01760	⿰口稜
USAT-01761	⿰口體
USAT-01765	⿰日𪽼
USAT-01766	⿱艹視
USAT-01767	⿰飠亲
USAT-01768	⿱穴珠
USAT-01769	⿰角之
USAT-01770	⿱取奻
USAT-01771	⿺辶卽
USAT-01773	⿰亻隻
USAT-01775	⿰工兀
USAT-01776	⿱白巳
USAT-01777	⿰口𧹞
USAT-01779	⿰口韯
USAT-01781	⿰歹喬
USAT-01782	⿰口伽
USAT-01783	⿰舟賓
USAT-01784	⿰口⿸虍
USAT-01787	⿰金𢌜
USAT-01789	⿰镸⿱彡𥃭
USAT-01790	⿰口刹
USAT-01794	⿱彌食
USAT-01797	⿰亻樂
USAT-01799	⿰目曳
USAT-01800	⿱雨泳
USAT-01801	⿲彳含亍
USAT-01802	⿰虛予
USAT-01803	⿸疒猒
USAT-01806	⿸𢊆心
USAT-01807	⿰⺶𣮿
USAT-01809	⿰扌⿱艹𥙊
USAT-01811	⿰土⿱目
USAT-01812	⿰皮叔
USAT-01814	⿱牧⿸厂牛
USAT-01820	⿰山蓋
USAT-01821	⿰山聶
USAT-01823	⿱央車
USAT-01824	⿰目羅
USAT-01825	⿰卑也
USAT-01826	⿰帝也
USAT-01827	⿰骨委
USAT-01829	⿴囗⿱王玨
USAT-01830	⿰扌⿱𤘆米
USAT-01831	⿱⿰未攵厉
USAT-01832	⿸疒𡬽
USAT-01833	⿰米留
USAT-01835	⿰山頗
USAT-01837	⿱山陀
USAT-01839	⿸疒殘
USAT-01840	⿰日匡
USAT-01842	⿱兆𩉨
USAT-01843	⿰亻宎
USAT-01845	⿱狼齒
USAT-01846	⿰𧾷荼
USAT-01847	⿰阝親
USAT-01851	⿰牛牢
USAT-01852	⿱⿱冖是
USAT-01853	⿱⿰⿸牙丶攵⿸厂刀
USAT-01854	⿱竹切
USAT-01855	⿰⿱罒𣱳羽
USAT-01859	⿰歹厸
USAT-01860	⿰舟自
USAT-01862	⿰言几
USAT-01864	⿰阝茶
USAT-01865	⿰木戰
USAT-01868	⿰忄郁
USAT-01872	⿱艹撨
USAT-01873	⿰示亘
USAT-01876	⿳日儿夂
USAT-01877	⿰角瓦
USAT-01878	⿺辶奞
USAT-01880	⿰分函
USAT-01883	⿰扌盖
USAT-01885	⿱艹滲
USAT-01886	⿰木⿱𠂇咼
USAT-01891	⿱保言
USAT-01894	⿰日究
USAT-01895	⿰目究
USAT-01896	⿰身甹
USAT-01897	⿰扌進
USAT-01898	⿴囗⿱儿厶
USAT-01899	⿰巠見
USAT-01904	⿱⿰天天⿱灬日
USAT-01907	⿱艹⿰匚臣
USAT-01909	⿰扌函
USAT-01910	⿺堯見
USAT-01912	⿱艹踈
USAT-01915	⿰彳足
USAT-01916	⿰至反
USAT-01917	⿰車𡿺
USAT-01918	⿳百冖政
USAT-01926	⿰麁阝
USAT-01929	⿰原彡
USAT-01931	⿰⿱雨亐刂
USAT-01933	⿰火葛
USAT-01935	⿰皮氐
USAT-01938	⿰里敢
USAT-01941	⿰亻丸
USAT-01943	⿺鬼炎
USAT-01944	⿰耑叐
USAT-01949	⿰日梨
USAT-01950	⿰止攴
USAT-01951	⿰女絰
USAT-01954	⿰日旨
USAT-01955	⿰囚頁
USAT-01960	⿰扌葵
USAT-01962	⿳龸口子
USAT-01965	⿵門𤓰
USAT-01966	⿱⿰弟攵力
USAT-01974	⿱⿰百殳心
USAT-01976	⿰虫晃
USAT-01977	⿱敖月
USAT-01978	⿹勹又
USAT-01979	⿰目⿱艹⿱⿺𠃊㐅儿
USAT-01980	⿰土席
USAT-01985	⿳右冖糸
USAT-01986	⿰奥毛
USAT-01992	⿱艹⿸尸樓
USAT-01995	⿰甲冐
USAT-01996	⿱⿰壴⿱山夂耳
USAT-01997	⿱罒浮
USAT-01999	⿰身匡
USAT-02000	⿱刀牛
USAT-02002	⿱
USAT-02003	⿰車𦙃
USAT-02004	⿰竒攴
USAT-02009	⿰衤⿱𠂉丹
USAT-02013	⿰衤茵
USAT-02019	⿰氵圊
USAT-02020	⿰日焦
USAT-02022	⿱癶米
USAT-02026	⿰田古
USAT-02027	⿱艹⿰爾甫
USAT-02029	⿱⿻厸糸
USAT-02031	⿰⿱正及
USAT-02033	⿱⿶凵氺鼓
USAT-02035	⿰頁
USAT-02036	⿱⿰戸攵車
USAT-02037	⿱芝耳
USAT-02039	⿱竹恐
USAT-02040	⿰言末
USAT-02041	⿸广𡡴
USAT-02042	⿰忄𠪂
USAT-02044	⿱𠼗耳
USAT-02045	⿰衤追
USAT-02046	⿰王⿱六隹
USAT-02047	⿰宴鳥
USAT-02049	⿰金
USAT-02050	⿰扌⿱老且
USAT-02052	⿰婁姿
USAT-02053	⿰亻皃
USAT-02054	⿱㓛言
USAT-02055	⿱⿰牙里
USAT-02056	⿱艹𣗥
USAT-02057	⿰口斥
USAT-02059	⿰⺶⿹勹互
USAT-02060	⿰亭也
USAT-02062	⿺辶囉
USAT-02064	⿰口⿱日羅
USAT-02067	⿰虫冘
USAT-02068	⿱雨夘
USAT-02069	⿱⿰歹尓虫
USAT-02070	⿱亠⿱⿲火羊火火
USAT-02071	⿰巾⿱𠔿登
USAT-02072	⿰歹占
USAT-02073	⿰石⿹弋口
USAT-02076	⿰貝番
USAT-02077	⿰夋粦
USAT-02078	⿹勹市
USAT-02079	⿰崙皮
USAT-02080	⿰虫休
USAT-02081	⿰⿴彐一⿹申丿
USAT-02084	⿷匚敢
USAT-02086	⿰鳥咸
USAT-02087	⿰𧾷勃
USAT-02088	⿸广央
USAT-02089	⿸广售
USAT-02090	⿰糸瞿
USAT-02091	⿰匹寸
USAT-02092	⿰木韭
USAT-02093	⿰衤毘
USAT-02095	⿰口慕
USAT-02096	⿱羔羊
USAT-02097	⿰木韲
USAT-02098	⿰片⿱𠂉由
USAT-02099	⿰馬求
USAT-02100	⿱日⿰④斤
USAT-02102	⿰口⿹⑤一
USAT-02105	⿰⿸厂④攵
USAT-02107	⿰镸𡕰
USAT-02108	⿺辶截
USAT-02109	⿱艹𫥡
USAT-02111	⿰糸啚
USAT-02113	⿰口螫
USAT-02115	⿱賏安
USAT-02116	⿰木⿱惟灬
USAT-02118	⿰金
USAT-02121	⿰貝賓
USAT-02123	⿱竹戍
USAT-02124	⿸疒⿰冐戈
USAT-02125	⿱艹嬖
USAT-02126	⿱薩女
USAT-02128	⿰口妄
USAT-02129	⿱艹栽
USAT-02130	⿱悟
USAT-02131	⿱惺
USAT-02132	⿰氵隂
USAT-02135	⿱共糸
USAT-02136	⿰馬⿸厂𡬽
USAT-02138	⿱圯土
USAT-02140	⿰𤴔兪
USAT-02142	⿰舟谷
USAT-02143	⿵⿰丿弋丶
USAT-02145	⿰翠鳥
USAT-02147	⿰镸葛
USAT-02150	⿰口咨
USAT-02151	⿰埀央
USAT-02158	⿰扌𫢚
USAT-02159	⿺辶⿱艹手
USAT-02161	⿱竹面
USAT-02162	⿰氵㐫
USAT-02163	⿰吝阝
USAT-02164	⿰車𧉎
USAT-02167	⿰金⿱荅𠕁
USAT-02169	⿱玨⿰工几
USAT-02171	⿰零羽
USAT-02173	⿰火⿳⺌口土
USAT-02174	⿱羽𠇍
USAT-02177	⿺辶⿱入土
USAT-02180	⿰火⿱龷灬
USAT-02181	⿰月𠫵
USAT-02184	⿰片木
USAT-02185	⿱宀詧
USAT-02187	⿰忄𧄼
USAT-02189	⿰貝付
USAT-02192	⿱⿰牙又历
USAT-02193	⿰酉孛
USAT-02195	⿱龴⿵𠘨⿱王口
USAT-02196	⿵𠘨熏
USAT-02197	⿰彳青
USAT-02199	⿺辶⿸厂帀
USAT-02201	⿰氵荆
USAT-02202	⿱雨狸
USAT-02205	⿰扌薛
USAT-02207	⿰石速
USAT-02208	⿰方⿱𠂉
USAT-02209	⿱秋山
USAT-02210	⿵門⿰圭𠬝
USAT-02215	⿰女數
USAT-02223	⿰忄孝
USAT-02225	⿰木⿳八𫩏夏
USAT-02226	⿰⿱取氏阝
USAT-02230	⿰土衰
USAT-02232	⿱竹虗
USAT-02234	⿸麻木
USAT-02236	⿰衤⿱吾叩
USAT-02245	⿰王⿱癶米
USAT-02246	⿸广每
USAT-02248	⿰土支
USAT-02249	⿱艹愽
USAT-02252	⿰木𦏁
USAT-02253	⿰山冘
USAT-02255	⿱𠔿齊
USAT-02257	⿱艹𦁎
USAT-02258	⿱𬛥皿
USAT-02259	⿱山瓦
USAT-02260	⿱艹眠
USAT-02262	⿱艹⿰爿⿳一口田
USAT-02263	⿰山薜
USAT-02264	⿱脊鳥
USAT-02265	⿰𬀴鳥
USAT-02266	⿰獨鳥
USAT-02267	⿱自
USAT-02268	⿰日府
USAT-02269	⿱艹𩾯
USAT-02270	⿰日爾
USAT-02271	⿰日亦
USAT-02272	⿱雨昧
USAT-02273	⿹衣
USAT-02274	⿰⿱𤰔方頁
USAT-02276	⿳丿中衣
USAT-02278	⿰口冥
USAT-02279	⿰豸付
USAT-02290	⿰土柔
USAT-02295	⿰亻羲
USAT-02297	⿰貝蒙
USAT-02299	⿱竹柺
USAT-02306	⿰氵卬
USAT-02307	⿰身力
USAT-02309	⿰木呄
USAT-02310	⿰氵徛
USAT-02312	⿰目𡗫
USAT-02321	⿰亻熏
USAT-02322	⿱沷金
USAT-02323	⿱穴乇
USAT-02324	⿰礻⿵乃𠮷
USAT-02325	⿱𤇾正
USAT-02326	⿱主石
USAT-02327	⿰目井
USAT-02328	⿰燕頁
USAT-02329	⿳艹大巳
USAT-02330	⿱罒縜
USAT-02332	⿰木⿳亠𠀎𧘇
USAT-02333	⿱夕肉
USAT-02335	⿺辶𥬄
USAT-02339	⿱⿰牙攵目
USAT-02341	⿰目冀
USAT-02344	⿰金𤰇
USAT-02346	⿲王攵王
USAT-02348	⿰扌親
USAT-02350	⿰口⿱⿸尸⿹𠃌丶一
USAT-02351	⿰口儨
USAT-02352	⿰口⿳罒口田
USAT-02353	⿰口專
USAT-02354	⿱分凡
USAT-02356	⿰禾⿶凵⿻千⿰㐅㐅
USAT-02357	⿱甬乃
USAT-02358	⿰金毘
USAT-02360	⿺支只
USAT-02362	⿱罒騎
USAT-02363	⿰𧾷庸
USAT-02364	⿰𫊣攴
USAT-02365	⿺鬼會
USAT-02366	⿱穴⿰爿告
USAT-02367	⿰⿱龷里阝
USAT-02370	⿰忄闓
USAT-02371	⿰镸累
USAT-02372	⿰金⿱賏隻
USAT-02378	⿰智亐
USAT-02394	⿱攸忍
USAT-02395	⿰𧾷亡
USAT-02402	⿰月㥯
USAT-02403	⿲月弓刂
USAT-02404	⿸尸垂
USAT-02408	⿰虫冐
USAT-02409	⿰魚攴
USAT-02412	⿰香逮
USAT-02415	⿰牛勾
USAT-02417	⿰扌⿱羽𠇍
USAT-02421	⿰火則
USAT-02422	⿰舀頁
USAT-02423	⿺九示
USAT-02425	⿱𠂊⿰旧頁
USAT-02426	⿱竹必
USAT-02428	⿱艹⿱⿰阝辛衣
USAT-02434	⿰亻⿱亡大
USAT-02436	⿰亻𥫠
USAT-02441	⿰氵⿱合寸
USAT-02442	⿱宛皿
USAT-02444	⿱殸釆
USAT-02447	⿱執𧘇
USAT-02449	⿸尸師
USAT-02453	⿰金⿸戸雨
USAT-02454	⿱首岐
USAT-02455	⿱艹𨑳
USAT-02457	⿰月䄅
USAT-02458	⿱艹債
USAT-02460	⿱雨浦
USAT-02461	⿰亻𧥥
USAT-02463	⿰口⿰余
USAT-02465	⿰口⿰糸䏍
USAT-02466	⿰爿壽
USAT-02468	⿰犭⿱厶夫
USAT-02470	⿱艹狗
USAT-02474	⿰氵𨽹
USAT-02477	⿱罒⿸厂⿰炎毛
USAT-02478	⿰火㸒
USAT-02481	⿰身雚
USAT-02482	⿰木彊
USAT-02483	⿰歹⿸厂厸
USAT-02484	⿰忄𡭽
USAT-02487	⿰糸固
USAT-02491	⿰弓頁
USAT-02493	⿱拜下
USAT-02497	⿰亻𪯍
USAT-02499	⿰冫位
USAT-02500	⿰月雲
USAT-02501	⿰口⿱兪羽
USAT-02502	⿰石丱
USAT-02504	⿱爫⿱蛔虫
USAT-02505	⿰金刹
USAT-02506	⿰杲杲
USAT-02508	⿰𥎩余
USAT-02509	⿺風昌
USAT-02515	⿱穴青
USAT-02516	⿱右冝
USAT-02518	⿰臣𦐇
USAT-02519	⿰土灰
USAT-02521	⿰扌遍
USAT-02523	⿰亻杲
USAT-02525	⿰示延
USAT-02526	⿰方京
USAT-02529	⿰忄創
USAT-02530	⿱永土
USAT-02531	⿸尸⿱林呂
USAT-02532	⿰山𦒿
USAT-02533	⿰幸力
USAT-02534	⿰月愛
USAT-02535	⿱艹𪢾
USAT-02541	⿰首旨
USAT-02543	⿱竹槀
USAT-02546	⿰𩙿放
USAT-02547	⿰扌脋
USAT-02548	⿰扌刕
USAT-02549	⿰耒妥
USAT-02550	⿰扌⿳⺈冖巾
USAT-02551	⿰扁爪
USAT-02552	⿱艹敞
USAT-02554	⿰貝貮
USAT-02556	⿰𠦝舍
USAT-02557	⿰米并
USAT-02558	⿰自句
USAT-02570	⿴彐一
USAT-02573	⿱日工
USAT-02574	⿱龶回
USAT-02587	⿻𠚪
USAT-02588	⿰麥薛
USAT-02589	⿱艹⿺麥至
USAT-02594	⿱艹𡚁
USAT-02597	⿱⿰肉一木
USAT-02601	⿰國介
USAT-02602	⿰彳㪚
USAT-02613	⿰木㔫
USAT-02614	⿺辶苑
USAT-02616	⿰石⿱亠止
USAT-02619	⿰歹里
USAT-02621	⿱竹惟
USAT-02622	⿰每⿱𠂉㐬
USAT-02625	⿰阝鼻
USAT-02628	⿰火⿱夭水
USAT-02630	⿳穴⿲口𧾷刂灬
USAT-02632	⿷匚至
USAT-02633	⿱人恵
USAT-02634	⿰木藪
USAT-02635	⿰土⿱羽向
USAT-02636	⿰曲戈
USAT-02637	⿰回戈
USAT-02638	⿰回出
USAT-02639	⿰阝⿱賏村
USAT-02640	⿰口圓
USAT-02641	⿲阝梨刂
USAT-02642	⿰瞐⿱村厶
USAT-02643	⿰⿳吅正共⿳太日寸
USAT-02644	⿲⿳口正寸木𪧺
USAT-02645	⿰馬𡘒
USAT-02651	⿰忄厄
USAT-02654	⿰阝曼
USAT-02655	⿱止美
USAT-02656	⿱艹欺
USAT-02657	⿰康鳥
USAT-02659	⿸广壴
USAT-02660	⿸广⿳土口䒑
USAT-02661	⿰⿱口十責
USAT-02662	⿹气⿱因皿
USAT-02665	⿰土造
USAT-02667	⿰土乍
USAT-02668	⿰豊彡
USAT-02669	⿰女𪪧
USAT-02671	⿵冂
USAT-02672	⿰齒欠
USAT-02674	⿰土耆
USAT-02677	⿰口遠
USAT-02678	⿰酉和
USAT-02679	⿰矢亘
USAT-02682	⿸疒𩁿
USAT-02683	⿰土近
USAT-02687	⿰犭冗
USAT-02688	⿺風鼓
USAT-02689	⿹力
USAT-02691	⿱宀悎
USAT-02694	⿸疒𤼭
USAT-02699	⿰日芒
USAT-02705	⿰忄𡬽
USAT-02706	⿱必虫
USAT-02713	⿸广⿱北鳥
USAT-02714	⿰糸𦉾
USAT-02715	⿰罒犬
USAT-02716	⿰亭巴
USAT-02717	⿰角彡
USAT-02721	⿲彳去亍
USAT-02724	⿰王蜜
USAT-02725	⿱艹紵
USAT-02726	⿰⿱日匂斥
USAT-02729	⿰扌賞
USAT-02730	⿰金忌
USAT-02734	⿰扌塵
USAT-02735	⿰火𤰇
USAT-02738	⿰爪蒦
USAT-02739	⿱必夂
USAT-02740	⿰金庚
USAT-02741	⿱昒心
USAT-02742	⿰亲殳
USAT-02744	⿰亻俟
USAT-02745	⿰米吉
USAT-02748	⿰氵陶
USAT-02750	⿰𧾷⿱罒羽
USAT-02752	⿰扌氣
USAT-02757	⿱穴侵
USAT-02764	⿱艹⿺𠃊臣
USAT-02766	⿰忄矢
USAT-02767	⿸疒逢
USAT-02770	⿰阝加
USAT-02773	⿰口仚
USAT-02774	⿱⿱⿻卄口冖目
USAT-02776	⿰犭𡭽
USAT-02777	⿱𥃰
USAT-02778	⿰金廌
USAT-02779	⿻
USAT-02780	⿰壹否
USAT-02782	⿶凵𠙻
USAT-02783	⿱⿰牙攵厉
USAT-02784	⿰斥攵
USAT-02785	⿰忄罕
USAT-02787	⿺支包
USAT-02788	⿱殸會
USAT-02789	⿰月⿱匇心
USAT-02790	⿰扌⿱大干
USAT-02791	⿰扌𫢉
USAT-02792	⿰扌⿱土⿱丿𧘇
USAT-02794	⿰目賔
USAT-02795	⿵門𧯞
USAT-02797	⿱日恭
USAT-02799	⿰棠支
USAT-02800	⿱𥑭木
USAT-02801	⿰土崖
USAT-02803	⿰虫扸
USAT-02804	⿰姦干
USAT-02811	⿰葉
USAT-02812	⿰土送
USAT-02814	⿱山敀
USAT-02815	⿰彳首
USAT-02816	⿰阝延
USAT-02821	⿱艹奢
USAT-02829	⿰金㦸
USAT-02831	⿰𧾷匍
USAT-02842	⿰言零
USAT-02843	⿰山⿱爫
USAT-02844	⿸疒匿
USAT-02854	⿰口叅
USAT-02857	⿰名刂
USAT-02858	⿰木𥙊
USAT-02859	⿱執支
USAT-02860	⿱列手
USAT-02861	⿰豸𡿨
USAT-02864	⿰舟冗
USAT-02865	⿰國或
USAT-02867	⿰⿱习习毛
USAT-02871	⿰日奢
USAT-02872	⿱穴𪽋
USAT-02874	⿰耳來
USAT-02875	⿱𠿊手
USAT-02876	⿰夏番
USAT-02877	⿰彳畐
USAT-02878	⿰糸邊
USAT-02879	⿰彳救
USAT-02880	⿱穴⿰爿身
USAT-02882	⿰襄攵
USAT-02888	⿱
USAT-02890	⿰黍禽
USAT-02891	⿰目妄
USAT-02893	⿰女臽
USAT-02895	⿰甘旨
USAT-02897	⿰忄怨
USAT-02898	⿱禾⿵几冫
USAT-02899	⿰禾䖝
USAT-02900	⿱𢼴魚
USAT-02901	⿰亻⿱⿲口了𡿨一
USAT-02902	⿰口⿱白幸
USAT-02905	⿰孚童
USAT-02908	⿰亻頭
USAT-02909	⿲口耳巳
USAT-02912	⿰亻般
USAT-02913	⿰車昔
USAT-02914	⿰𧾷昝
USAT-02917	⿰口⿱艹𠅀
USAT-02918	⿱艹但
USAT-02919	⿰枼
USAT-02921	⿰彳葉
USAT-02922	⿰豸帝
USAT-02923	⿸疒集
USAT-02924	⿱穴視
USAT-02925	⿱⿰虗欠心
USAT-02927	⿰身僉
USAT-02928	⿱艹狭
USAT-02929	⿰言𠂢
USAT-02931	⿱艹墾
USAT-02936	⿰衤
USAT-02937	⿱覀𪰎
USAT-02938	⿱覀㫖
USAT-02939	⿰扌⿱莫糸
USAT-02940	⿸广手
USAT-02941	⿰忄⿳日罒心
USAT-02943	⿰馬色
USAT-02947	⿰扌案
USAT-02948	⿸疒怱
USAT-02953	⿱⿰每殳心
USAT-02954	⿱軗方
USAT-02955	⿰言刑
USAT-02957	⿰馬匕
USAT-02958	⿱⿱冋貝
USAT-02963	⿰王匋
USAT-02967	⿰念本
USAT-02968	⿰氵迮
USAT-02970	⿰目弖
USAT-02971	⿱穴兄
USAT-02973	⿵𠘨有
USAT-02975	⿰石妾
USAT-02976	⿺辶⿹⺄衣
USAT-02978	⿱宀舛
USAT-02979	⿰丘頁
USAT-02980	⿱雨洛
USAT-02983	⿰革⿱罒力
USAT-02989	⿰冫胥
USAT-02991	⿵門台
USAT-02993	⿱分足
USAT-02994	⿱其氺
USAT-02996	⿰番反
USAT-02998	⿳竹⿲匕白匕儿
USAT-02999	⿰衤著
USAT-03002	⿰糸迸
USAT-03005	⿱艹𬍥
USAT-03007	⿰木仝
USAT-03008	⿰嬰瓦
USAT-03009	⿰𤔔殳
USAT-03013	⿰土臣
USAT-03014	⿰禾主
USAT-03017	⿰𧾷鬲
USAT-03019	⿰巾見
USAT-03020	⿰木腐
USAT-03021	⿰牛羅
USAT-03022	⿰車𣧋
USAT-03023	⿰名鳥
USAT-03025	⿰舌音
USAT-03028	⿰角毛
USAT-03029	⿰車集
USAT-03030	⿰革昴
USAT-03031	⿰專攵
USAT-03032	⿷匚于
USAT-03033	⿰扌复
USAT-03034	⿰忄居
USAT-03035	⿰口慱
USAT-03036	⿱竹柛
USAT-03038	⿱車
USAT-03039	⿰卓𦓔
USAT-03040	⿰⺶久
USAT-03042	⿱艹⿵戊⿱龴皿
USAT-03051	⿰示⿱𠂉⿵丹丶
USAT-03053	⿰月舞
USAT-03054	⿰镸叉
USAT-03055	⿱宀⿰爿星
USAT-03056	⿱𠆢言
USAT-03073	⿰土此
